time,open,high,low,close
2022-07-22T09:35:00Z,1.19524,1.1958199999999999,1.19497,1.19567
2022-07-22T09:40:00Z,1.19567,1.19608,1.1953799999999999,1.19551
2022-07-22T09:45:00Z,1.19551,1.19554,1.1952,1.1953799999999999
2022-07-22T09:50:00Z,1.1953799999999999,1.19561,1.19465,1.19552
2022-07-22T09:55:00Z,1.19552,1.19613,1.1951,1.19517
2022-07-22T10:00:00Z,1.19517,1.19529,1.19471,1.19511
2022-07-22T10:05:00Z,1.19511,1.19519,1.19393,1.19429
2022-07-22T10:10:00Z,1.19429,1.1943,1.19298,1.19305
2022-07-22T10:15:00Z,1.19305,1.19325,1.19262,1.19297
2022-07-22T10:20:00Z,1.19297,1.19352,1.19282,1.19313
2022-07-22T10:25:00Z,1.19313,1.19405,1.19303,1.19388
2022-07-22T10:30:00Z,1.19388,1.19451,1.19379,1.19449
2022-07-22T10:35:00Z,1.19449,1.19476,1.19423,1.19446
2022-07-22T10:40:00Z,1.19446,1.19464,1.19379,1.19389
2022-07-22T10:45:00Z,1.19389,1.19436,1.19363,1.19428
2022-07-22T10:50:00Z,1.19428,1.19468,1.19409,1.19411
2022-07-22T10:55:00Z,1.19411,1.19576,1.19411,1.19576
2022-07-22T11:00:00Z,1.19576,1.19577,1.1949,1.19561
2022-07-22T11:05:00Z,1.19561,1.19589,1.19442,1.19456
2022-07-22T11:10:00Z,1.19456,1.19479,1.19429,1.19441
2022-07-22T11:15:00Z,1.19441,1.19578,1.19434,1.1952
2022-07-22T11:20:00Z,1.1952,1.19546,1.19409,1.19409
2022-07-22T11:25:00Z,1.19409,1.19435,1.19386,1.19403
2022-07-22T11:30:00Z,1.19403,1.19433,1.1938,1.19415
2022-07-22T11:35:00Z,1.19415,1.19531,1.19408,1.19503
2022-07-22T11:40:00Z,1.19503,1.1957,1.19476,1.19476
2022-07-22T11:45:00Z,1.19476,1.19596,1.19475,1.19544
2022-07-22T11:50:00Z,1.19544,1.19605,1.19529,1.19598
2022-07-22T11:55:00Z,1.19598,1.19692,1.19491,1.19531
2022-07-22T12:00:00Z,1.19531,1.19559,1.19404,1.19474
2022-07-22T12:05:00Z,1.19474,1.1957,1.19454,1.19569
2022-07-22T12:10:00Z,1.19569,1.19706,1.19563,1.19678
2022-07-22T12:15:00Z,1.19678,1.19679,1.1962,1.19646
2022-07-22T12:20:00Z,1.19646,1.1971,1.19617,1.19688
2022-07-22T12:25:00Z,1.19688,1.19744,1.19662,1.19723
2022-07-22T12:30:00Z,1.19723,1.19745,1.19696,1.19697
2022-07-22T12:35:00Z,1.19697,1.19715,1.1962,1.19633
2022-07-22T12:40:00Z,1.19633,1.19638,1.19557,1.19576
2022-07-22T12:45:00Z,1.19576,1.19627,1.19542,1.19569
2022-07-22T12:50:00Z,1.19569,1.19583,1.1945999999999999,1.19567
2022-07-22T12:55:00Z,1.19567,1.19633,1.19557,1.19581
2022-07-22T13:00:00Z,1.19581,1.1965,1.19518,1.19638
2022-07-22T13:05:00Z,1.19638,1.19697,1.19623,1.19692
2022-07-22T13:10:00Z,1.19692,1.1972099999999999,1.19652,1.19708
