time,open,high,low,close
2022-05-11T17:30:00Z,114.4185,114.4185,113.942,113.942
2022-05-11T17:45:00Z,113.8685,114.076,113.7605,113.7605
2022-05-11T18:00:00Z,113.7445,114.25,113.7445,114.1245
2022-05-11T18:15:00Z,114.2305,114.8915,114.2,114.84225
2022-05-11T18:30:00Z,115.0935,115.095,114.9725,114.9725
2022-05-11T18:45:00Z,115.1075,115.1075,114.68,114.68
2022-05-11T19:00:00Z,114.7515,114.7515,114.5,114.664
2022-05-11T19:15:00Z,114.2165,114.454,114.1005,114.426
2022-05-11T19:30:00Z,114.5475,114.5475,114.0615,114.0615
2022-05-11T19:45:00Z,113.9015,114.0925,113.383,113.6225
2022-05-12T13:30:00Z,111.3015,112.4235,111.26,111.8045
2022-05-12T13:45:00Z,112.204,112.6615,111.6835,111.852
2022-05-12T14:00:00Z,111.5,113.282,111.5,113.0105
2022-05-12T14:15:00Z,112.4105,113.5,112.4105,113.2145
2022-05-12T14:30:00Z,112.752,113.077,112.752,113.077
2022-05-12T14:45:00Z,113.3625,113.8055,113.3625,113.8055
2022-05-12T15:00:00Z,113.8655,113.9825,113.858,113.9825
2022-05-12T15:15:00Z,113.686,113.686,113.515,113.5175
2022-05-12T15:30:00Z,112.9925,112.9925,112.9925,112.9925
2022-05-12T15:45:00Z,112.6975,112.6975,112.2465,112.2465
2022-05-12T16:00:00Z,112.1535,112.3985,111.9465,111.9465
2022-05-12T16:15:00Z,112.0005,112.388,111.5,112.388
2022-05-12T16:30:00Z,113.1615,113.2815,112.661,112.786
2022-05-12T17:00:00Z,112.2565,112.2565,111.714,111.714
2022-05-12T17:15:00Z,111.5335,111.5335,111.25,111.25
2022-05-12T17:30:00Z,110.9975,110.9975,110.37,110.414
2022-05-12T17:45:00Z,110.237,110.3115,109.9945,110.3115
2022-05-12T18:00:00Z,110.3075,110.462,110.3075,110.462
2022-05-12T18:15:00Z,110.753,111.17125,110.753,111.17125
2022-05-12T18:30:00Z,110.5065,110.5065,110.2235,110.2235
2022-05-12T18:45:00Z,110.3795,110.3795,110.112,110.299
2022-05-12T19:00:00Z,110.6195,110.9475,110.6195,110.91
2022-05-12T19:15:00Z,111.6225,112.0745,111.6225,112.0745
2022-05-12T19:30:00Z,111.5835,112,111.5835,111.91
2022-05-12T19:45:00Z,112.1055,112.922,111.6995,112.922
2022-05-13T13:30:00Z,114.1865,114.7845,113.758,114.7845
